ID,Name,Two Nights Cost USD,Location,Area,Rating,Reviews,Free_Cancellation,Free_Valet_Parking,Free_Breakfast,Free_WiFi,Fitness_Centre,Swimming_pool,Health_club,Bar,lon,lat
24,Sonder - The Nash,1115.32,Chrysler Building New York,New York,3,Average,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9748902,40.7481806
25,The Gotham Hotel,1109.31,Midtown East New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.978108,40.755436
26,Andaz 5th Avenue - a concept by Hyatt,1101.31,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,-73.9809527,40.7528333
27,W New York - Union Square,1099.26,Midtown East New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9885814,40.7365757
28,Chambers Hotel,1069.84,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.975427,40.762936
29,Hotel Mela Times Square,1061.46,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9842868,40.7564316
30,Sheraton New York Times Square Hotel,1049.24,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9820188,40.7623861
31,Hyatt Centric 39th and 5th New York,1039.22,Bryant Park New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9813605,40.7511039
32,Sonder - One Platt,1027.2,Wall Street New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-74.0058939,40.7073257
33,Hyatt Herald Square New York,1017.61,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9876527,40.7470505
34,Hyatt Union Square New York,999.19,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9902571,40.7333524
35,Archer Hotel New York,971.36,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9847066,40.752053
36,New York Hilton Midtown,965.12,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.97919,40.7622481
37,Washington Jefferson Hotel,962.32,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9868118,40.7633111
38,Pestana Park Avenue,959.14,Grand Central Terminal New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9800468,40.7509197
39,Hyatt Place New York City/Time Square,959.14,Madame Tussauds Wax Museum New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9937032,40.755967
40,Hotel Hendricks,959.12,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9842081,40.7516839
41,Hotel Hayden,953.31,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9917767,40.7467373
42,Courtyard by Marriott New York Manhattan/Midtown West,953.23,Jacob K. Javits Convention Center New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.998703,40.754585
43,The James New York- SoHo,946.12,Soho / Tribeca / Chinatown New York,New York,4.5,Excellent,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0046994,40.7227361
44,Hampton Inn Manhattan/Times Square Central,942.12,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9885198,40.7557138
45,Cassa Times Square Hotel,939.1,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.994438,40.756501
46,The Belvedere Hotel,929.24,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.98807208,40.7617829
47,Kixby,923.29,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9859914,40.750143
48,Warwick New York,914.58,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-74.3598755,41.256483
49,Hilton Garden Inn Times Square,914.05,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9865068,40.7612054
50,Moxy NYC Times Square,909.08,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9891195,40.7523124
51,NH Collection New York Madison Avenue,906.89,Midtown East New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.980655,40.750087
52,Ink 48 Hotel,899.06,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.995995,40.764568
53,Concorde Hotel New York,881.24,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,-73.9704053,40.7600087
54,The Marlton Hotel,879.43,Washington Square Park New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9967972,40.7326143
55,Hotel Henri,879.03,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9910053,40.7432901
56,Park South Hotel,879.03,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9832512,40.7425793
57,citizenM New York Bowery,879.03,New York (Bowery) New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.99347,40.720619
58,The Shoreham Hotel,875.82,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9764143,40.7625056
59,The Hotel @ Fifth Avenue,872.22,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9865234,40.7478271
60,Royalton Park Avenue,866.33,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9841382,40.7439008
61,Dream Midtown,863.43,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9819706,40.7644192
62,Hilton New York Fashion District,861.01,Greenwich Village / Chelsea New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9937621,40.7455256
63,INNSiDE by Melia New York Nomad,856.91,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.992624,40.7459577
64,Ace Hotel New York,855.41,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9883598,40.7457029
65,11 Howard,845.19,Soho / Tribeca / Chinatown New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0002729,40.7191258
66,Graduate Roosevelt Island,839,Memorial Sloan-Kettering Cancer Center New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.955659,40.7563156
67,Andaz Wall Street - a concept by Hyatt,839,Downtown New York New York,New York,4.5,Excellent,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0079362,40.7051285
68,The New Yorker A Wyndham Hotel,833.57,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9935648,40.7526686
69,The Bryant Park Hotel,828.98,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9837194,40.7528538
70,Four Points By Sheraton Manhattan Midtown West,827.17,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9984345,40.7549823
71,Best Western Premier Herald Square,819.95,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9856505,40.7503805
72,New York Marriott Downtown,818.96,Downtown New York New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0146715,40.7095039
73,The Manhattan Club,818.13,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9811732,40.7649575
74,"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",809.17,Rockefeller Center New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9777528,40.7597381
75,"Gild Hall, A Thompson Hotel",808.79,Downtown New York New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0072143,40.7079177
76,Soho Grand Hotel,807.35,Soho / Tribeca / Chinatown New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.004627,40.722146
77,The James New York - NoMad,806.39,Midtown East New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9855855,40.7446087
78,Hotel 48LEX New York,801.05,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9729558,40.7553115
79,Hampton Inn Manhattan-Chelsea,800.16,Downtown New York New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9930707,40.7436633
80,TRYP by Wyndham New York City Times Square South,800.15,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9946197,40.7537791
81,Holiday Inn New York City - Times Square,799.99,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9916596,40.7552207
82,Hotel 50 Bowery NYC,798.95,Downtown New York New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9966401,40.7158652
83,Grand Hyatt New York,798.95,Midtown East New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9762995,40.7520617
84,Radisson Hotel New York Midtown-Fifth Avenue,791.17,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9782327,40.7599904
85,The Marmara Park Avenue,791.14,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9815899,40.745412
86,The William,790.4,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9802523,40.7505129
87,Econo Lodge Times Square,788.94,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9880749,40.76057
88,Arlo NoMad,785.81,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9849425,40.7462693
89,The Redbury New York,782.12,Midtown East New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9846584,40.7444796
90,Four Points by Sheraton Manhattan SoHo Village,772.04,Soho / Tribeca / Chinatown New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0061781,40.7269539
91,Four Points by Sheraton Manhattan - Chelsea,772.03,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9942557,40.744914
92,The Maritime Hotel,768.6,Greenwich Village / Chelsea New York,New York,4.5,Excellent,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0039483,40.7422289
93,DoubleTree by Hilton New York Downtown,767.54,Downtown New York New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-74.0123541,40.703921
94,Fitzpatrick Grand Central,766.9,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.97461,40.7526438
95,Fitzpatrick Manhattan Hotel,766.9,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9691078,40.7604787
96,Citadines Connect Fifth Avenue New York,758.89,Midtown West New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9801871,40.7559436
97,San Carlos Hotel,757.9,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9715201,40.75613727
98,The Roger Smith Hotel,755.68,Midtown East New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.973455,40.7547534
99,The Benjamin,754.63,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9719605,40.7566361
100,OYO Times Square,749.39,Midtown West New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9837944,40.7589611
101,Hotel Belleclaire,746.08,Upper West Side New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9811603,40.782425
102,Westgate New York Grand Central,744.88,Midtown East New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9719587,40.7494226
103,The Ridge Hotel,743.37,East Village New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.98939097,40.72304584
104,The Westin New York Grand Central,743.26,Midtown East New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9738897,40.7503508
105,Hampton Inn Manhattan Grand Central,734.27,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9722361,40.7509308
106,Holiday Inn Express Manhattan Times Square South,725.89,Midtown West New York,New York,4,Very Good,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9860343,40.750497
107,NoMo SoHo,719.06,Soho / Tribeca / Chinatown New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0000734,40.7198142
108,Hotel Hugo,711.88,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0088931,40.7264043
109,EVEN Midtown East Grand Central,710.64,Chrysler Building New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9723757,40.7518354
110,The Hotel @ Times Square,704.32,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9812362,40.7571888
111,Wyndham Garden Chinatown,701.98,Soho / Tribeca / Chinatown New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9951758,40.7170275
112,Holiday Inn Manhattan-Financial District,701.93,Downtown New York New York,New York,4,Very Good,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0140891,40.7082705
113,NobleDEN Hotel,701.86,Little Italy New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.99677,40.71936
114,Arlo SoHo,701.08,Soho / Tribeca / Chinatown New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0079651,40.7244913
115,Radisson Hotel New York Times Square,690.09,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9782327,40.7599904
116,Four Points By Sheraton New York Downtown,685.58,Downtown New York New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0063738,40.7074228
117,"Club Quarters Hotel, World Trade Center",674,Greenwich Village / Chelsea New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0140195,40.7098307
118,Hotel On Rivington,665.06,Soho / Tribeca / Chinatown New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.988093,40.719762
119,"Club Quarters, Times Square - Midtown",662.09,Midtown West New York,New York,4,Very Good,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9813313,40.7559991
120,Row NYC,659.27,Midtown West New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9884473,40.758749
121,Wingate by Wyndham New York Midtown South/5th Ave,655.98,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9841278,40.7509153
122,The Manhattan at Times Square Hotel,655.97,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9826404,40.7622856
123,Hotel Boutique at Grand Central,653.57,Midtown West New York,New York,4.5,Excellent,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9747121,40.7530437
124,Holiday Inn NYC - Lower East Side,641.4,Downtown New York New York,New York,4,Very Good,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9862784,40.7184004
125,The Frederick Hotel,637.95,Soho / Tribeca / Chinatown New York,New York,4,Very Good,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0089671,40.7156143
126,Washington Square Hotel,635.17,Downtown New York New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9986992,40.7325768
127,Redford Hotel,628.95,Soho / Tribeca / Chinatown New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.987979,40.720291
128,Courtyard by Marriott New York Downtown Manhattan/Financial District,619.92,Wall Street New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0063772,40.7071961
129,Seton Hotel,612.72,Midtown East New York,New York,4,Very Good,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9762492,40.7497388
130,Edge Hotel,610.36,Washington Heights New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9379086,40.8400412
131,Doxie Hotel,601.9,Madame Tussauds Wax Museum New York,New York,2.5,Average,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9911064,40.7546846
132,Comfort Inn Midtown West,594.01,Midtown West New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.994963,40.764153
133,Aloft Harlem,593.7,Harlem New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9515102,40.8090711
134,Fifty Hotel & Suites by Affinia,591.1,Midtown East New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9710793,40.7560859
135,Pod Times Square,583.88,Midtown East New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9930976,40.758386
136,Hotel 57,561.67,Midtown East New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9694998,40.760736
137,DoubleTree by Hilton Metropolitan - New York City,560.76,Midtown East New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9718008,40.7569246
138,Shelburne Hotel & Suites by Affinia,556.41,Midtown East New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9780391,40.7484439
139,Chelsea Inn,545.65,Midtown East New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9944911,40.7387701
140,Days Hotel by Wyndham on Broadway NYC,545.35,Upper West Side New York,New York,3,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9722264,40.7932368
141,Americana Inn,540.36,Midtown West New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9855489,40.7522927
142,The Gatsby Hotel,538.84,Soho / Tribeca / Chinatown New York,New York,4,Very Good,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.990236,40.723144
143,Holiday Inn Manhattan 6th Ave - Chelsea,534.89,Midtown West New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.992242,40.745414
144,Windsor Hotel,507.48,Soho / Tribeca / Chinatown New York,New York,2.5,Average,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.99564661,40.7175732
145,The Lucerne Hotel,505.6,Upper West Side New York,New York,4.5,Excellent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-73.9784878,40.7834492
146,Belnord Hotel,473.07,Upper West Side New York,New York,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9752091,40.7888244
147,Hotel Newton,404.22,Upper West Side New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.97221976,40.79360882
148,Midtown Convention Center Hotel,378.42,Midtown West New York,New York,3,Average,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-73.9986005,40.7574649
149,The Jane Hotel,291,Soho / Tribeca / Chinatown New York,New York,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-74.0094167,40.7383
